GB_GCA_963560245.1	0	100.0	1.25	General	98.66	0.34	263	o__Clostridiales (UID1212)	149	0.0	1842569	86.64266938771672	58	1013068	47.63724766414468	2126630	GB_GCA_963560245.1	t	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Pseudoruminococcus_B;s__Pseudoruminococcus_B sp937901805	not type material	none	f	9	9	208556	208556	none	0	none	none	none	0	none	none	none	none	none	none	none	none	36666	36666	f	f	t	64173	64173	Contig	ERS329816__bin145	na	PRJEB67522	SAMEA114501399	58	64173	none	2023-10-23	GCA_963560245.1	derived from metagenome	full	ERS329816__bin145	none	none	0	none	uncultured Clostridia bacterium	none	na	none	none	none	none	none	none	2023/10/23	0	244328	none	ERS329816__bin145	Institut National pour la Recherche Agronomique (FRANCE)	244328	d__Bacteria;p__Bacillota;c__Clostridia;o__;f__;g__;s__	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;x__environmental samples;s__uncultured Clostridia bacterium	0	2126630	none	none	na	2126630	0	CAUWNS000000000.1	2134	58	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	18	38	0
GB_GCA_930990785.1	0	100.0	0.56	General	98.66	0.0	263	o__Clostridiales (UID1212)	149	0.0	1800299	85.17686166878232	38	1239153	58.62757445705221	2113601	GB_GCA_018716105.1	f	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fimivivens;s__Fimivivens faecavium	not type material	none	f	8	8	264207	264207	none	0	none	none	131220	1	111	CAKNQT010000002.1	none	none	none	none	none	none	55621	55621	f	f	t	101668	101668	Contig	ERR3414590_bin.124_metaWRAP_v1.1_MAG	na	PRJEB50262	SAMEA13008948	38	101668	none	2022-02-26	GCA_930990785.1	derived from metagenome	full	ERR3414590_bin.124_metaWRAP_v1.1_MAG	chicken gut metagenome	none	0	none	uncultured Clostridia bacterium	none	na	none	none	none	none	none	none	2022/02/26	0	244328	none	ERR3414590_bin.124_metaWRAP_v1.1_MAG	EMG	244328	d__Bacteria;p__Bacillota;c__Clostridia;o__;f__;g__;s__	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;x__environmental samples;s__uncultured Clostridia bacterium	0	2113601	none	none	na	2113601	0	CAKNQT000000000.1	2059	38	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	42	0
RS_GCF_039503375.1	0	100.0	2.5	General	99.31	0.99	263	o__Clostridiales (UID1212)	149	100.0	2317707	87.50085888532918	174	1524371	57.63217391304348	2648782	RS_GCF_014384885.1	f	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ligaoa;s__Ligaoa zhengdingensis	not type material	none	f	29	24	81087	104888	1540	2	1469	NZ_JBCLMZ010000137.1	none	0	none	none	1091	1666	0	94.317	FOCG01000010.427.3266	Bacteria;Bacillota;Clostridia;Oscillospirales;Ruminococcaceae;Hydrogenoanaerobacterium;Hydrogenoanaerobacterium saccharovorans	15201	18018	f	f	t	27972	34103	Scaffold	ASM3950337v1	na	PRJNA224116	SAMN41062880	174	27972	none	2024-05-05	GCA_039503375.1	none	full	na	none	none	0	1	Ligaoa zhengdingensis	none	na	5	147	24	34103	18118	8403	2024/05/05	27	2763658	2	1001713st1_A6_2218SCRN_220325	Icahn School of Medicine at Mount Sinai	2763658	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ligaoa;s__Ligaoa zhengdingensis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ligaoa;s__Ligaoa zhengdingensis	3782	2648782	11	51	na	2645000	0	JBCLMZ000000000.1	2436	147	1535	2	none	none	none	none	none	none	1189	NZ_JBCLMZ010000138.1	990	1574	0	95.354	AB537982.1.1438	Bacteria;Bacillota;Clostridia;Oscillospirales;Ruminococcaceae;Hydrogenoanaerobacterium;Hydrogenoanaerobacterium sp. YN3	3782	19	51	0
GB_GCA_945829235.1	0	100.0	0.49	General	97.32	0.0	263	o__Clostridiales (UID1212)	149	0.0	2843704	88.1466113802177	52	1529759	47.41811105459304	3226107	GB_GCA_945829235.1	t	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp945829235	not type material	none	f	9	9	271314	271314	none	0	none	none	none	0	none	none	none	none	none	none	none	none	62040	62040	f	f	t	112194	112194	Contig	SRR5976185_bin.47_metaWRAP_v1.3_MAG	na	PRJEB52465	SAMEA110358547	52	112194	none	2022-09-11	GCA_945829235.1	derived from metagenome	full	SRR5976185_bin.47_metaWRAP_v1.3_MAG	pig gut metagenome	none	0	none	uncultured Clostridia bacterium	none	na	none	none	none	none	none	none	2022/09/11	0	244328	none	SRR5976185_bin.47_metaWRAP_v1.3_MAG	EMG	244328	d__Bacteria;p__Bacillota;c__Clostridia;o__;f__;g__;s__	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;x__environmental samples;s__uncultured Clostridia bacterium	0	3226107	none	none	na	3226107	0	CALZUA000000000.1	3010	52	38705	1	none	none	none	none	none	none	835	CALZUA010000030.1	833	1336	0	95.918	EU469704.1.1354	Bacteria;Bacillota;Clostridia;Oscillospirales;Ruminococcaceae;[Eubacterium] siraeum group;uncultured bacterium	0	17	38	0
GB_GCA_963607055.1	0	100.0	0.11	Specific	98.99	0.0	263	o__Clostridiales (UID1212)	149	0.0	2302988	86.81560728832696	56	1192517	44.95590614169975	2652735	GB_GCA_025150425.1	f	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	not type material	none	f	13	13	164803	164803	none	0	none	none	none	0	none	none	none	none	none	none	none	none	47368	48231	f	f	t	69667	76353	Scaffold	E07147-L1_cleanbin_000002_GreatApes	na	PRJEB68160	SAMEA114581418	56	69667	none	2023-12-10	GCA_963607055.1	derived from metagenome	full	E07147-L1_cleanbin_000002	none	none	0	none	Roseburia hominis	none	na	none	55	13	76353	46677	22442	2023/12/10	1	301301	none	E07147-L1_cleanbin_000002	Institute of Clinical Molecular Biology, University of Kiel, Germany	301301	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	98	2652735	none	none	na	2652637	0	CAVDAC000000000.1	2343	55	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	98	15	33	0
GB_GCA_041405565.1	0	100.0	3.77	Specific	98.63	0.0	260	o__Clostridiales (UID1212)	146	0.0	2746123	87.76575837756315	1	1331827	42.565029564485926	3128923	RS_GCF_025567495.1	f	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	not type material	none	f	1	1	3128923	3128923	3128923	4	2834	JBGKHG010000001.1	3128923	4	109	JBGKHG010000001.1	2834	5206	0	99.824	HF545616.964365.967199	Bacteria;Bacillota;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;Ruminococcus bicirculans	3128923	3128923	t	f	f	3128923	3128923	Contig	ASM4140556v1	na	PRJNA1052403	SAMN43071704	1	3128923	none	2024-08-21	GCA_041405565.1	derived from metagenome	full	D3037bin11	none	none	0	none	Oscillospiraceae bacterium	none	na	none	none	none	none	none	none	2024/08/21	0	2485925	none	D3037bin11	Institute of Microbiology, Chinese Academy of Sciences	2485925	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__;s__	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;x__unclassified Oscillospiraceae;s__Oscillospiraceae bacterium	0	3128923	none	none	na	3128923	0	JBGKHG000000000.1	2896	1	3128923	4	none	none	none	none	none	none	1510	JBGKHG010000001.1	1505	2758	0	99.734	HF545616.164905.166411	Bacteria;Bacillota;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;Ruminococcus bicirculans	0	19	55	0
GB_GCA_958427365.1	0	100.0	0.07	Specific	98.32	0.0	263	o__Clostridiales (UID1212)	149	0.0	2351642	88.73049292160947	30	1183042	44.63770412629418	2650320	GB_GCA_900539195.1	f	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E sp900539195	not type material	none	f	8	8	366787	366787	none	0	none	none	none	0	none	none	none	none	none	none	none	none	88344	88344	f	f	t	118447	118447	Contig	ERR9762711_bin.60_MetaWRAP_v1.3_MAG	na	PRJEB62824	SAMEA114064577	30	118447	none	2023-07-19	GCA_958427365.1	derived from metagenome	full	ERR9762711_bin.60_MetaWRAP_v1.3_MAG	human feces metagenome	none	0	none	uncultured Oscillospiraceae bacterium	none	na	none	none	none	none	none	none	2023/07/19	0	707003	none	ERR9762711_bin.60_MetaWRAP_v1.3_MAG	EMG	707003	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__;s__	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;x__environmental samples;s__uncultured Oscillospiraceae bacterium	0	2650320	none	none	na	2650320	0	CAUABT000000000.1	2370	30	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	17	40	0
RS_GCF_900104615.1	35	100.0	4.82	General	95.3	7.87	263	o__Clostridiales (UID1212)	149	95.24	2118880	82.10351906544707	38	1409025	56.14493184429043	2580742	RS_GCF_021109255.1	f	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Merdimmobilis;s__Merdimmobilis hominis	type strain of heterotypic synonym	LPSN	f	9	1	229673	2575644	2575644	5	2831	NZ_LT629939.1	2575644	3	316	NZ_LT629939.1	2823	5214	0	100	FNLI01000019.68684.71507	Bacteria;Bacillota;Clostridia;Oscillospirales;Ruminococcaceae;Anaerotruncus;Anaerotruncus sp. Marseille-P2769	66043	860247	f	f	t	89112	2575644	Scaffold	PRJEB16353	na	PRJNA224116	SAMEA4519287	38	89112	none	2016-10-28	GCA_900104615.1	none	full	na	none	none	0	2	Merdimmobilis hominis	2383	representative genome	13	3	1	2575644	2575644	2575644	2016/10/28	35	2897707	4	Marseille-P2769T	URMITE	2897707	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Merdimmobilis;s__Merdimmobilis hominis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Merdimmobilis;s__Merdimmobilis hominis	71086	2580742	11	78	assembly from synonym type material	2509656	0	FNLI00000000.1	2366	3	2425	4	none	none	none	none	none	none	1511	NZ_LT629937.1	1493	2758	0	100	FNLI01000001.906.2398	Bacteria;Bacillota;Clostridia;Oscillospirales;Ruminococcaceae;Phocea;Anaerotruncus sp. Marseille-P2769	71086	19	78	1
GB_GCA_902790675.1	0	100.0	0.88	General	93.51	0.0	263	o__Clostridiales (UID1212)	149	0.0	1069220	89.64754551255017	13	371300	31.131229914152257	1192693	GB_GCA_902790675.1	t	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RUG12519;s__RUG12519 sp902790675	not type material	none	f	2	2	366729	366729	none	0	none	none	276539	2	111	CADASU010000001.1	none	none	none	none	none	none	91745	91745	f	f	t	276539	276539	Contig	Rumen uncultured genome RUG13599	na	PRJEB31266	SAMEA6151736	13	276539	none	2020-02-14	GCA_902790675.1	derived from metagenome	full	RUG13599	cattle rumen	none	0	none	Oscillospiraceae bacterium	none	na	none	none	none	none	none	none	2020/02/14	0	2485925	none	RUG13599	THE ROSLIN INSTITUTE	2485925	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__;s__	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;x__unclassified Oscillospiraceae;s__Oscillospiraceae bacterium	0	1192693	none	none	na	1192693	0	CADASU000000000.1	1116	13	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	41	0
RS_GCF_002160435.1	0	100.0	0.0	General	98.99	0.0	257	o__Clostridiales (UID1212)	149	0.0	2224069	86.81177262266466	71	1491176	58.20486318202115	2561944	GB_GCA_018713215.1	f	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__Enterenecus faecium	not type material	none	f	8	8	315081	315081	2816	1	2635	NZ_NFKO01000058.1	9378	3	109	NZ_NFKO01000049.1	2640	4098	0	94.735	CEAE01009738.723.3562	Bacteria;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae;Flavonifractor;gut metagenome	36083	36083	t	f	f	80721	80721	Contig	ASM216043v1	na	PRJNA224116	SAMN06473640	71	80721	none	2017-05-30	GCA_002160435.1	none	full	na	caecum	none	0	1	Pseudoflavonifractor sp. An176	2260	na	7	none	none	none	none	none	2017/05/30	0	1965572	3	An176	Veterinary Research Institute	1965572	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Pseudoflavonifractor;x__unclassified Pseudoflavonifractor;s__Pseudoflavonifractor sp. An176	0	2561944	11	52	na	2561944	0	NFKO00000000.1	2274	71	1460	1	1394	2575	0	100	184072	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__	1423	NZ_NFKO01000064.1	1396	2579	0	100	DQ342336.1.1510	Bacteria;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae;Incertae Sedis;uncultured bacterium	0	19	52	0
